4,9,18,1,3
1,8,22,2,2
3,16,13,1,2
1,8,18,1,3
4,7,23,2,0
1,0,22,2,2
2,13,11,1,2
4,2,3,0,0
1,6,11,1,2
4,9,14,1,2
2,14,13,1,2
3,16,18,1,3
4,12,23,2,2
1,15,21,2,2
4,7,14,1,2
0,5,3,0,1
3,16,21,2,1
0,3,3,0,1
4,7,16,1,1
4,9,19,1,3
2,13,0,0,3
2,14,18,1,3
1,0,20,2,2
2,14,11,1,2
4,12,0,0,3
4,9,12,1,2
2,13,15,1,3
2,11,13,1,2
1,15,18,1,3
1,0,18,1,3
3,4,20,2,2
4,12,10,1,1
4,2,17,1,1
1,0,20,2,1
1,15,16,1,3
2,11,10,1,2
4,2,0,0,2
2,13,15,1,2
3,16,10,1,3
0,5,16,1,2
2,11,12,1,2
1,15,5,0,1
1,15,17,1,2
4,9,14,1,2
4,12,17,1,3
4,9,19,1,3
1,0,0,0,1
0,5,16,1,2
1,15,18,1,3
1,15,0,0,2
1,10,18,1,3
2,11,18,1,1
2,14,14,1,2
4,9,17,1,3
1,6,21,2,3
2,13,4,0,2
1,0,10,1,2
4,9,10,1,3
4,2,10,1,2
2,13,15,1,3
1,15,0,0,2
0,3,23,2,2
4,2,4,0,1
4,7,23,2,3
3,16,0,0,2
1,8,22,2,3
1,15,17,1,3
1,10,20,2,3
1,6,12,1,2
1,10,22,2,3
1,8,19,1,3
1,6,4,0,3
2,13,1,0,1
2,13,22,2,3
1,0,11,1,2
4,7,2,0,1
4,12,18,1,0
1,10,0,0,2
1,0,12,1,2
4,7,18,1,3
1,8,12,1,3
3,16,12,1,3
4,7,20,2,2
0,1,10,1,2
1,15,12,1,3
1,15,14,1,2
2,13,3,0,2
4,7,0,0,2
1,8,11,1,2
2,13,3,0,3
2,11,3,0,2
0,3,19,1,3
4,7,14,1,2
3,16,22,2,1
4,2,14,1,3
1,15,22,2,2
0,3,22,2,1
4,12,15,1,2
4,2,15,1,2
1,6,13,1,3
1,15,12,1,2
4,7,15,1,2
2,13,0,0,1
0,1,10,1,3
4,9,16,1,3
4,2,13,1,2
3,4,10,1,3
4,9,16,1,2
3,4,23,2,1
4,2,22,2,2
4,2,0,0,2
4,9,23,2,1
1,8,0,0,1
4,12,12,1,2
4,2,23,2,1
0,5,19,1,3
1,15,19,1,2
4,7,11,1,2
0,3,18,1,3
4,9,0,0,1
1,6,20,2,3
1,8,1,0,1
1,6,21,2,2
4,7,19,1,1
3,16,11,1,3
4,9,19,1,3
2,14,13,1,2
0,3,19,1,2
1,8,14,1,2
1,8,20,2,3
4,2,3,0,2
1,10,20,2,3
1,15,17,1,3
1,15,22,2,1
4,2,20,2,3
4,2,0,0,0
3,16,18,1,2
1,15,18,1,3
4,12,19,1,3
1,10,19,1,2
2,14,22,2,3
4,2,15,1,2
0,3,0,0,0
3,16,16,1,2
2,13,0,0,3
1,15,23,2,1
1,0,21,2,2
4,9,18,1,2
4,9,17,1,2
0,3,11,1,2
1,6,22,2,2
4,9,12,1,2
1,0,20,2,3
4,9,13,1,1
4,9,11,1,2
1,10,2,0,1
4,9,23,2,3
2,14,15,1,3
2,11,19,1,3
0,1,13,1,2
1,0,19,1,3
4,9,14,1,2
4,7,2,0,1
2,14,0,0,2
1,6,0,0,0
2,13,16,1,2
0,1,15,1,2
1,6,20,2,2
4,9,22,2,2
4,7,23,2,1
2,13,15,1,3
1,6,2,0,2
4,12,16,1,3
4,12,20,2,3
4,9,2,0,1
0,3,10,1,2
4,12,0,0,2
1,0,22,2,1
4,2,17,1,3
0,3,0,0,1
2,13,0,0,0
4,9,18,1,3
4,12,10,1,2
1,8,20,2,3
4,9,14,1,3
3,4,0,0,3
2,11,10,1,2
1,0,0,0,3
4,2,18,1,3
2,11,11,1,2
1,6,18,1,3
1,0,11,1,2
1,15,22,2,2
4,9,20,2,3
4,12,17,1,3
4,12,14,1,2
4,9,13,1,3
1,6,17,1,3
1,10,13,1,2
1,15,19,1,3
0,5,1,0,1
1,0,18,1,3
1,15,22,2,3
0,1,0,0,1
2,11,21,2,3
4,2,15,1,2
1,0,15,1,2
1,6,12,1,2
1,8,20,2,3
1,8,14,1,3
3,16,15,1,2
0,5,18,1,2
0,3,0,0,3
1,0,21,2,1
1,0,13,1,2
1,6,23,2,3
1,8,5,0,1
4,2,15,1,2
3,4,4,0,1
4,7,19,1,3
0,5,1,0,1
1,8,11,1,0
2,11,23,2,0
3,16,18,1,1
1,0,23,2,3
4,9,10,1,2
1,6,0,0,0
1,6,18,1,2
4,7,13,1,3
1,0,11,1,2
4,12,0,0,3
4,9,15,1,2
1,15,16,1,2
1,15,22,2,2
1,0,18,1,3
3,4,16,1,2
2,13,16,1,3
4,9,16,1,2
1,0,1,0,1
4,7,12,1,2
3,16,17,1,3
1,6,19,1,3
0,1,23,2,3
1,0,10,1,3
1,8,13,1,3
4,12,18,1,2
2,14,15,1,2
1,15,4,0,1
4,2,14,1,2
2,14,3,0,2
4,12,19,1,1
3,16,12,1,2
1,15,0,0,3
1,10,10,1,2
2,13,12,1,3
3,16,0,0,0
3,16,16,1,2
4,7,18,1,3
4,2,17,1,3
2,11,23,2,2
4,2,19,1,2
2,11,17,1,3
4,9,4,0,1
1,8,0,0,3
1,0,17,1,1
4,12,17,1,3
3,16,0,0,2
1,15,22,2,1
1,8,13,1,2
4,2,14,1,3
4,9,17,1,3
0,5,5,0,1
2,11,0,0,1
3,16,4,0,1
2,13,21,2,3
4,12,10,1,3
4,9,16,1,2
1,6,13,1,3
4,7,17,1,2
2,14,21,2,1
2,13,0,0,0
1,15,15,1,2
2,13,0,0,2
4,12,20,2,0
2,14,3,0,1
1,15,0,0,1
0,3,15,1,2
3,16,23,2,3
4,2,11,1,2
4,9,15,1,3
3,4,12,1,1
0,5,21,2,2
2,13,11,1,2
4,2,16,1,2
1,15,14,1,2
2,14,0,0,0
3,16,22,2,0
0,5,10,1,3
3,4,14,1,2
4,12,17,1,3
2,14,10,1,2
4,2,21,2,3
2,14,20,2,3
4,2,22,2,2
0,1,10,1,1
3,16,0,0,3
2,13,0,0,1
4,9,3,0,1
1,10,15,1,3
1,15,22,2,2
1,15,0,0,3
4,7,20,2,2
1,15,0,0,2
4,12,17,1,3
4,12,17,1,3
0,3,19,1,2
4,12,23,2,2
4,2,2,0,1
0,3,12,1,1
1,15,1,0,1
3,16,23,2,2
3,16,20,2,1
2,14,16,1,3
4,2,23,2,3
1,8,12,1,0
4,9,12,1,2
3,4,0,0,3
1,10,3,0,2
4,2,12,1,2
4,9,0,0,2
1,10,23,2,0
1,0,11,1,2
4,9,16,1,3
4,7,13,1,2
0,3,23,2,3
4,9,15,1,1
2,13,2,0,1
4,2,18,1,3
0,5,10,1,2
3,16,0,0,0
1,8,1,0,1
1,10,21,2,3
0,5,22,2,1
4,7,16,1,2
4,12,19,1,3
0,3,22,2,3
4,12,16,1,1
2,13,3,0,1
2,14,11,1,3
1,15,0,0,2
0,1,16,1,2
1,15,2,0,1
1,15,23,2,2
1,15,19,1,1
1,8,0,0,1
1,6,16,1,2
1,10,21,2,2
1,6,15,1,3
0,5,14,1,2
3,16,20,2,3
0,3,19,1,3
2,14,10,1,2
1,15,22,2,3
4,7,10,1,2
3,4,18,1,3
0,3,3,0,3
1,8,22,2,2
1,15,12,1,2
4,7,0,0,2
4,12,17,1,3
1,8,17,1,3
4,9,2,0,1
1,6,16,1,3
2,11,1,0,0
1,10,3,0,2
1,15,3,0,2
0,1,17,1,3
4,9,17,1,3
0,1,22,2,2
0,1,16,1,2
1,15,0,0,2
4,7,19,1,3
2,13,16,1,3
0,5,11,1,1
4,9,11,1,2
0,3,23,2,2
3,16,20,2,3
4,12,0,0,2
1,0,20,2,1
0,3,0,0,2
0,1,0,0,2
1,15,0,0,0
2,14,4,0,1
4,2,23,2,3
1,10,5,0,2
2,13,16,1,2
0,1,14,1,2
1,8,21,2,2
0,1,2,0,1
1,0,20,2,1
1,10,21,2,3
4,2,2,0,1
2,11,17,1,3
1,0,4,0,1
2,13,16,1,2
4,7,12,1,2
1,10,0,0,1
1,0,21,2,2
0,3,18,1,1
1,0,11,1,2
1,8,0,0,0
2,14,2,0,1
4,2,19,1,2
1,15,14,1,2
4,12,17,1,1
4,12,3,0,2
1,15,0,0,1
4,2,19,1,3
4,9,15,1,3
1,6,0,0,1
4,12,12,1,2
1,0,11,1,2
3,16,5,0,1
4,9,19,1,3
4,7,11,1,2
1,8,20,2,3
4,7,21,2,2
3,4,12,1,2
4,12,23,2,2
4,7,0,0,0
0,3,18,1,3
4,12,0,0,2
3,16,0,0,1
1,6,5,0,1
1,10,4,0,3
1,10,0,0,3
1,10,4,0,1
3,4,15,1,2
4,9,0,0,1
4,7,5,0,1
4,7,19,1,3
1,6,3,0,2
1,6,14,1,2
1,8,12,1,3
0,5,14,1,2
3,4,22,2,1
1,6,12,1,2
0,1,20,2,3
0,3,5,0,1
3,16,0,0,1
0,1,3,0,2
3,16,15,1,1
1,15,22,2,1
1,6,22,2,1
2,14,11,1,3
3,4,13,1,2
4,9,22,2,0
4,2,23,2,3
4,2,23,2,0
4,9,12,1,3
1,8,14,1,2
2,13,10,1,0
2,14,13,1,2
1,8,22,2,2
3,16,18,1,1
2,14,15,1,3
1,8,12,1,2
4,9,14,1,2
4,9,22,2,1
2,13,19,1,3
0,5,16,1,2
3,4,17,1,3
2,13,3,0,1
2,14,16,1,3
2,13,22,2,1
0,1,0,0,0
4,2,0,0,2
2,14,13,1,0
2,13,19,1,3
1,15,10,1,2
3,16,20,2,2
2,11,17,1,1
4,9,5,0,1
4,7,23,2,2
0,3,12,1,2
2,11,14,1,2
0,5,0,0,0
2,13,12,1,3
4,2,18,1,3
4,9,17,1,1
2,13,22,2,2
2,11,22,2,3
2,13,10,1,2
0,3,16,1,3
2,13,1,0,1
3,16,11,1,3
0,5,17,1,3
2,13,11,1,2
2,13,4,0,2
4,7,5,0,1
4,9,23,2,1
1,6,1,0,1
0,3,15,1,1
4,12,15,1,3
2,14,19,1,3
1,10,14,1,2
3,4,15,1,2
4,7,19,1,3
3,4,17,1,3
3,16,1,0,2
0,3,4,0,1
1,0,13,1,2
3,4,23,2,3
4,7,0,0,0
0,3,18,1,3
4,9,11,1,2
1,15,16,1,3
1,8,13,1,2
2,14,22,2,3
4,9,12,1,2
1,15,19,1,3
2,13,22,2,3
1,0,0,0,3
3,16,16,1,3
4,12,22,2,1
4,9,14,1,3
4,7,4,0,1
4,9,2,0,1
4,9,15,1,1
4,7,16,1,2
4,7,12,1,1
3,16,22,2,2
4,12,0,0,2
2,14,22,2,1
4,2,23,2,2
4,12,13,1,2
1,6,18,1,0
1,10,19,1,3
1,0,17,1,1
1,10,0,0,0
3,4,18,1,2
1,10,14,1,3
4,12,4,0,1
1,0,15,1,1
3,16,0,0,2
0,1,17,1,3
2,14,0,0,2
1,10,15,1,2
1,15,13,1,2
4,12,15,1,2
4,9,18,1,3
4,9,10,1,3
0,3,10,1,2
4,2,15,1,2
4,2,21,2,2
1,10,14,1,3
4,9,17,1,3
4,7,18,1,3
1,0,12,1,2
0,3,0,0,3
1,6,0,0,1
2,13,22,2,2
1,6,4,0,1
1,6,3,0,2
4,12,0,0,3
4,2,0,0,0
4,7,15,1,3
3,4,17,1,3
0,1,20,2,2
1,0,0,0,2
0,1,12,1,3
4,7,20,2,3
4,12,12,1,3
0,3,13,1,3
1,15,12,1,3
1,15,17,1,2
1,15,12,1,2
1,15,15,1,3
1,15,15,1,3
3,4,1,0,2
2,13,2,0,1
4,2,18,1,3
4,2,21,2,3
1,0,12,1,2
2,13,15,1,2
4,12,17,1,3
2,14,20,2,0
2,13,22,2,1
3,16,14,1,2
1,6,17,1,3
4,7,0,0,0
1,0,0,0,2
1,8,12,1,2
2,14,13,1,3
4,9,22,2,3
4,12,0,0,1
1,6,17,1,1
1,6,23,2,2
4,7,3,0,1
1,15,19,1,3
1,0,23,2,3
0,3,15,1,2
2,14,10,1,3
2,14,4,0,1
4,7,21,2,1
2,11,0,0,1
4,9,21,2,3
0,1,16,1,2
4,9,19,1,3
1,0,22,2,3
4,9,15,1,3
1,6,22,2,2
0,3,12,1,2
3,16,18,1,0
4,7,0,0,0
0,3,18,1,2
1,15,11,1,1
2,11,18,1,1
0,1,15,1,3
0,3,0,0,0
4,7,3,0,3
1,15,4,0,2
4,7,11,1,2
4,9,15,1,2
1,10,20,2,3
1,8,13,1,2
3,16,20,2,3
4,7,10,1,2
2,13,22,2,1
1,10,16,1,2
0,5,12,1,2
4,12,0,0,2
2,14,3,0,1
1,15,15,1,2
3,16,0,0,1
1,8,3,0,1
2,13,15,1,3
4,9,5,0,1
3,4,10,1,3
3,4,14,1,2
2,13,16,1,2
4,7,22,2,3
4,9,14,1,1
0,3,20,2,3
3,16,17,1,3
4,7,0,0,3
3,4,10,1,2
0,1,20,2,0
4,7,14,1,2
1,15,13,1,2
4,7,2,0,1
1,6,21,2,0
4,9,10,1,2
1,15,10,1,2
4,12,0,0,2
4,2,0,0,2
2,14,16,1,3
4,9,14,1,2
1,8,0,0,1
3,16,17,1,2
2,14,18,1,3
4,9,22,2,1
2,14,12,1,2
2,14,18,1,3
1,10,21,2,3
2,14,5,0,1
4,7,19,1,1
2,13,13,1,2
2,13,4,0,3
1,15,0,0,0
3,16,18,1,3
4,9,13,1,2
1,6,17,1,3
4,12,4,0,1
2,11,2,0,3
4,7,20,2,2
1,6,15,1,2
4,7,22,2,3
4,9,1,0,2
0,5,11,1,2
1,0,0,0,3
1,8,0,0,3
3,16,19,1,3
4,2,19,1,2
0,3,17,1,2
4,2,19,1,3
1,0,12,1,3
0,3,0,0,2
4,2,0,0,1
4,7,22,2,2
4,7,0,0,1
1,8,13,1,1
1,0,3,0,1
1,15,18,1,3
1,15,5,0,1
0,5,4,0,3
1,8,17,1,2
0,5,2,0,1
1,8,18,1,3
2,11,15,1,2
1,10,1,0,1
1,8,16,1,2
1,10,0,0,3
1,8,16,1,3
1,15,4,0,2
3,4,0,0,2
1,0,15,1,2
4,12,22,2,2
2,14,14,1,2
4,2,17,1,1
2,13,17,1,3
3,4,21,2,2
1,0,0,0,0
0,5,18,1,3
2,11,13,1,2
0,5,3,0,1
1,6,0,0,1
1,6,0,0,2
1,15,18,1,3
2,13,0,0,2
1,15,12,1,3
0,5,20,2,3
2,14,0,0,3
1,10,15,1,1
2,14,11,1,2
0,3,11,1,2
4,12,17,1,1
1,15,0,0,0
3,16,12,1,2
2,13,23,2,2
1,6,23,2,3
1,8,5,0,2
4,9,2,0,3
0,1,21,2,2
4,12,3,0,3
3,4,16,1,2
1,10,20,2,3
1,15,22,2,1
1,6,22,2,3
1,8,4,0,2
2,14,2,0,1
2,13,10,1,2
1,8,2,0,1
0,1,18,1,3
2,13,16,1,3
4,2,16,1,2
4,2,0,0,2
0,1,0,0,3
4,12,15,1,3
1,8,0,0,2
4,12,20,2,1
1,0,19,1,3
1,15,17,1,2
0,3,4,0,1
1,0,4,0,1
0,1,14,1,3
1,6,18,1,2
4,12,0,0,3
4,2,14,1,1
1,8,23,2,2
4,7,15,1,2
4,9,20,2,3
1,6,12,1,2
1,15,2,0,1
3,16,3,0,0
1,0,18,1,3
0,3,15,1,2
1,8,13,1,2
1,15,10,1,2
1,0,21,2,0
0,3,0,0,1
2,13,18,1,3
0,1,19,1,2
4,9,17,1,1
3,4,18,1,3
4,2,12,1,2
1,0,20,2,2
0,1,14,1,2
4,2,23,2,2
0,5,22,2,1
0,1,5,0,1
2,11,17,1,2
1,6,12,1,3
0,1,19,1,1
3,4,16,1,1
0,1,0,0,1
3,16,0,0,2
2,14,0,0,3
0,5,21,2,3
4,12,12,1,2
1,10,22,2,3
0,3,10,1,2
0,1,0,0,2
4,9,11,1,2
1,6,0,0,1
2,11,11,1,3
1,15,13,1,2
1,10,0,0,3
1,0,0,0,0
0,3,23,2,3
4,2,23,2,3
4,7,5,0,1
4,12,0,0,0
1,8,11,1,0
4,9,19,1,3
4,12,15,1,2
4,7,16,1,3
3,16,22,2,3
1,15,10,1,2
4,9,16,1,3
1,6,13,1,2
0,5,22,2,3
1,0,23,2,3
3,4,23,2,1
0,5,16,1,2
3,16,13,1,2
1,8,2,0,1
4,2,23,2,3
3,4,0,0,0
1,0,15,1,3
4,7,11,1,2
2,14,22,2,3
3,4,12,1,3
1,8,2,0,1
1,10,17,1,2
4,7,13,1,3
4,7,17,1,1
2,14,1,0,2
1,10,10,1,3
1,10,15,1,3
1,8,14,1,3
1,10,0,0,1
1,15,17,1,3
0,5,0,0,0
2,13,12,1,2
1,10,19,1,2
1,10,0,0,0
0,1,17,1,0
1,15,17,1,3
4,9,5,0,1
4,7,15,1,2
4,9,14,1,2
4,9,20,2,3
2,13,3,0,2
0,3,21,2,1
2,14,21,2,3
4,2,11,1,2
1,10,12,1,2
2,13,1,0,3
3,4,20,2,2
4,2,18,1,3
4,7,18,1,3
3,16,0,0,2
2,11,12,1,2
4,7,11,1,3
1,8,14,1,2
1,15,15,1,3
1,0,12,1,2
1,10,16,1,2
1,10,11,1,2
1,15,21,2,2
1,0,1,0,1
1,0,3,0,1
0,1,0,0,1
4,12,22,2,2
1,8,16,1,3
1,0,2,0,1
1,15,18,1,1
4,9,11,1,2
0,3,12,1,2
3,4,15,1,2
4,2,17,1,3
1,10,3,0,1
1,0,0,0,2
4,12,14,1,2
1,8,22,2,2
4,9,1,0,0
0,3,5,0,3
2,14,15,1,1
0,1,4,0,1
2,11,17,1,1
2,14,0,0,3
3,16,21,2,2
0,3,13,1,3
1,0,19,1,3
1,8,11,1,2
4,9,17,1,1
2,14,0,0,2
2,11,18,1,2
0,3,3,0,2
1,15,23,2,2
4,9,16,1,3
1,6,21,2,2
0,3,12,1,3
1,6,18,1,1
4,2,16,1,2
0,5,18,1,3
2,11,0,0,0
1,15,22,2,1
3,16,0,0,0
4,9,14,1,2
4,2,3,0,2
1,8,13,1,2
1,8,14,1,3
1,0,22,2,2
4,12,13,1,2
1,8,11,1,1
0,1,4,0,2
1,8,21,2,2
4,7,4,0,1
4,9,11,1,2
0,1,21,2,3
0,1,20,2,1
2,11,3,0,2
4,9,10,1,2
0,5,23,2,1
1,0,14,1,2
1,0,0,0,2
4,9,13,1,2
0,3,16,1,2
2,11,0,0,0
2,13,0,0,0
4,12,23,2,3
3,4,17,1,3
4,2,19,1,3
4,7,22,2,3
4,7,21,2,2
3,4,22,2,3
4,7,14,1,2
0,1,4,0,1
0,3,0,0,2
0,3,3,0,1
3,16,19,1,2
3,16,19,1,2
1,10,20,2,3
4,9,19,1,3
0,5,4,0,1
4,12,15,1,1
1,0,0,0,1
2,14,21,2,2
4,7,15,1,2
1,8,21,2,3
1,10,0,0,0
1,15,17,1,3
4,9,13,1,2
2,14,0,0,0
2,14,19,1,2
0,1,18,1,1
4,12,22,2,1
1,15,0,0,3
1,8,20,2,1
4,9,20,2,3
0,1,16,1,3
1,8,19,1,3
2,13,10,1,2
0,3,20,2,2
1,0,13,1,2
1,6,22,2,2
4,9,15,1,3
1,8,2,0,1
3,4,17,1,3
4,7,22,2,3
1,10,16,1,2
0,5,12,1,3
1,8,22,2,2
1,15,20,2,3
3,16,1,0,1
4,9,18,1,3
1,0,16,1,1
0,5,15,1,2
4,7,0,0,0
1,8,16,1,3
0,5,17,1,3
4,12,11,1,2
1,8,0,0,0
0,3,18,1,3
0,3,3,0,2
4,7,18,1,3
4,9,22,2,3
0,5,0,0,1
1,0,0,0,0
0,1,22,2,0
2,14,0,0,2
4,2,16,1,2
1,10,19,1,2
1,0,15,1,2
2,13,19,1,3
4,2,3,0,1
3,4,0,0,2
1,6,10,1,2
0,5,0,0,0
4,9,16,1,2
4,9,12,1,2
1,6,22,2,2
2,13,17,1,3
1,15,14,1,2
0,5,23,2,1
1,10,0,0,3
1,8,11,1,2
4,9,19,1,3
4,12,18,1,3
4,7,10,1,2
3,16,0,0,3
1,8,19,1,3
4,9,20,2,3
4,12,4,0,3
1,0,19,1,3
4,12,12,1,3
1,6,22,2,2
3,16,14,1,2
0,3,0,0,2
1,10,0,0,2
2,13,15,1,2
2,13,4,0,1
2,14,16,1,2
1,0,3,0,0
4,2,14,1,2
4,7,10,1,2
1,6,23,2,0
4,9,17,1,3
1,15,23,2,2
2,13,12,1,2
0,1,18,1,2
1,15,13,1,2
4,9,16,1,2
1,10,11,1,3
1,8,11,1,2
0,5,22,2,3
4,9,13,1,2
1,0,22,2,3
1,10,22,2,2
0,3,0,0,1
4,9,20,2,3
4,9,3,0,2
4,7,17,1,2
2,13,20,2,2
4,9,11,1,2
1,15,0,0,2
4,2,12,1,2
4,7,14,1,2
0,1,19,1,1
1,15,11,1,2
3,4,12,1,2
3,4,14,1,2
0,3,0,0,0
1,6,0,0,0
1,15,19,1,3
4,9,19,1,3
4,7,18,1,3
1,0,12,1,2
4,2,2,0,3
0,1,4,0,1
0,3,20,2,3
2,11,21,2,3
0,3,23,2,0
2,11,17,1,3
1,8,16,1,3
1,0,10,1,2
2,13,17,1,3
1,8,0,0,2
2,14,18,1,3
2,13,17,1,3
1,10,20,2,3
1,0,18,1,3
4,7,16,1,3
4,9,16,1,3
4,12,19,1,2
2,11,0,0,1
0,3,23,2,3
1,15,23,2,2
1,8,17,1,1
2,11,3,0,1
4,2,11,1,2
4,2,12,1,1
1,0,18,1,3
0,3,3,0,1
3,16,16,1,3
4,12,5,0,3
0,1,22,2,3
4,7,15,1,2
4,9,16,1,2
1,10,19,1,3
4,12,0,0,2
1,10,19,1,3
3,4,13,1,3
1,8,22,2,2
4,7,15,1,2
1,10,3,0,2
0,3,21,2,3
1,8,3,0,3
0,5,0,0,0
1,6,1,0,1
1,15,16,1,3
0,3,14,1,2
4,12,10,1,2
4,2,4,0,2
1,0,17,1,0
0,1,20,2,3
4,9,21,2,3
1,6,13,1,2
2,11,3,0,0
4,12,0,0,2
0,1,3,0,2
0,1,0,0,0
1,10,15,1,3
4,9,15,1,3
4,9,23,2,2
0,3,16,1,3
4,2,11,1,2
1,6,2,0,1
1,8,19,1,3
0,3,10,1,2
4,7,12,1,2
1,10,19,1,2
4,9,16,1,2
1,8,20,2,2
4,9,16,1,2
3,4,3,0,2
4,7,14,1,2
0,1,0,0,2
2,13,22,2,2
1,0,23,2,2
3,16,3,0,2
1,0,0,0,2
1,10,2,0,1
1,10,1,0,1
1,0,21,2,2
1,15,23,2,3
1,6,21,2,2
1,8,18,1,3
4,9,16,1,2
2,13,21,2,1
4,9,1,0,1
1,6,18,1,3
0,5,23,2,1
1,8,0,0,2
0,3,20,2,2
2,14,0,0,3
2,14,17,1,3
4,7,19,1,2
1,6,19,1,3
0,3,21,2,1
2,14,0,0,0
1,10,23,2,0
3,16,17,1,1
2,14,18,1,3
4,9,12,1,2
1,6,23,2,2
2,14,19,1,1
4,7,18,1,1
4,12,14,1,3
1,8,2,0,1
4,12,11,1,2
0,1,0,0,2
4,2,13,1,2
4,7,14,1,2
1,10,19,1,1
1,0,23,2,3
1,10,5,0,2
3,16,20,2,3
3,4,0,0,2
3,16,3,0,1
4,12,10,1,2
3,16,5,0,2
4,12,19,1,2
2,13,0,0,3
4,7,0,0,0
0,1,12,1,3
1,8,18,1,3
4,9,2,0,2
1,15,13,1,2
1,10,0,0,3
1,8,12,1,2
2,11,20,2,2
4,12,0,0,1
3,4,15,1,2
4,12,12,1,3
0,3,19,1,3
1,8,14,1,2
1,10,22,2,1
3,4,15,1,2
1,6,14,1,3
4,7,20,2,2
2,11,14,1,2
0,3,14,1,2
1,15,3,0,1
2,13,12,1,2
1,10,21,2,3
1,15,19,1,1
4,2,21,2,3
1,15,0,0,2
2,11,11,1,2
0,1,2,0,2
1,15,14,1,2
1,15,19,1,3
3,4,13,1,2
0,1,10,1,2
3,16,3,0,2
1,8,20,2,3
1,15,22,2,1
3,4,1,0,1
2,13,0,0,0
1,15,23,2,3
4,7,16,1,2
0,5,14,1,2
3,16,15,1,2
2,13,10,1,2
4,9,14,1,2
1,15,4,0,1
4,7,13,1,2
2,11,1,0,1
2,13,11,1,2
2,13,0,0,2
4,9,5,0,1
4,9,19,1,2
0,3,0,0,1
1,0,2,0,1
3,16,22,2,1
0,1,22,2,3
2,13,0,0,3
2,13,21,2,1
1,6,23,2,1
1,8,17,1,3
4,2,21,2,3
2,13,22,2,3
2,14,18,1,3
1,8,18,1,3
4,12,18,1,2
0,1,11,1,2
1,0,0,0,2
2,14,23,2,2
4,2,0,0,2
1,6,13,1,2
4,9,4,0,3
0,1,1,0,1
1,0,15,1,2
1,15,16,1,3
4,9,1,0,1
1,6,22,2,1
1,15,18,1,3
1,10,15,1,2
1,0,0,0,3
1,10,23,2,2
1,0,20,2,3
1,15,21,2,3
4,9,17,1,3
1,8,21,2,3
4,9,3,0,3
2,13,11,1,2
1,0,0,0,1
1,8,3,0,2
4,2,18,1,3
4,7,18,1,2
4,2,18,1,2
4,12,20,2,3
3,16,0,0,2
4,7,18,1,2
2,13,0,0,2
1,0,0,0,2
4,9,14,1,2
4,9,20,2,3
2,14,16,1,2
0,3,20,2,2
0,1,17,1,2
4,9,19,1,3
4,7,0,0,2
0,3,16,1,2
4,7,0,0,1
1,6,17,1,2
4,12,14,1,2
3,4,18,1,3
1,0,2,0,2
1,10,15,1,1
2,13,12,1,3
1,15,0,0,2
4,2,19,1,3
0,5,20,2,3
0,1,18,1,3
1,6,20,2,3
1,15,0,0,2
0,3,12,1,3
2,13,0,0,1
4,9,10,1,2
2,13,3,0,1
4,7,18,1,2
4,7,20,2,3
4,9,14,1,2
1,10,21,2,3
1,6,0,0,1
0,3,0,0,1
1,8,14,1,2
1,10,23,2,1
2,13,20,2,2
4,2,3,0,1
2,14,20,2,3
0,5,3,0,1
1,10,21,2,1
4,9,10,1,2
4,9,12,1,2
0,1,21,2,1
1,6,19,1,3
4,9,2,0,1
1,0,21,2,1
0,5,2,0,1
0,3,21,2,3
0,3,1,0,1
3,16,3,0,1
4,9,11,1,2
1,15,13,1,2
1,15,15,1,2
4,7,10,1,2
2,14,23,2,0
1,15,22,2,2
1,15,10,1,2
4,7,12,1,2
3,16,10,1,0
3,4,4,0,1
3,4,17,1,3
1,10,0,0,2
1,8,17,1,3
3,16,13,1,1
1,15,13,1,2
4,7,14,1,3
1,0,23,2,3
1,8,12,1,2
4,7,12,1,1
0,1,18,1,1
2,11,5,0,1
1,0,21,2,2
4,12,0,0,3
1,15,18,1,3
4,9,20,2,3
1,15,22,2,1
4,7,23,2,2
1,10,2,0,1
1,0,18,1,2
4,2,0,0,3
2,14,12,1,3
1,10,11,1,2
0,3,13,1,2
2,11,4,0,2
4,7,12,1,3
2,14,13,1,2
2,13,23,2,2
1,8,15,1,2
0,3,3,0,0
1,8,12,1,2
4,12,12,1,2
1,15,15,1,2
2,13,18,1,3
2,13,14,1,2
4,12,1,0,1
1,0,10,1,2
1,15,19,1,1
1,8,20,2,3
4,2,5,0,1
0,3,10,1,3
4,12,15,1,3
0,3,0,0,1
1,0,11,1,3
4,9,11,1,2
1,15,21,2,2
1,10,0,0,1
4,12,0,0,3
0,3,23,2,2
2,13,2,0,1
1,10,17,1,2
1,8,0,0,2
1,8,19,1,2
0,1,3,0,0
1,8,18,1,3
4,9,10,1,2
4,2,13,1,2
1,0,0,0,2
0,5,13,1,2
2,11,23,2,0
1,0,0,0,1
1,8,23,2,2
1,10,13,1,2
4,9,20,2,3
2,11,23,2,2
0,3,20,2,3
4,2,1,0,1
2,13,22,2,3
0,5,20,2,3
4,9,19,1,2
0,3,20,2,3
1,0,0,0,1
2,14,3,0,2
4,9,21,2,3
1,0,21,2,3
2,13,14,1,2
4,2,12,1,2
0,1,18,1,2
4,9,4,0,2
4,9,0,0,1
1,15,13,1,3
2,11,18,1,1
0,5,22,2,2
1,10,3,0,2
